date,coordinates
20220818,"-117.706033, 51.7646"
20220811,"-118.231333, 49.86"
20220821,"-115.667467, 50.5443"
20220810,"-125.4895, 49.616783"
20220818,"-126.7211, 53.008767"
20220813,"-120.6065, 58.074"
20220729,"-119.06535, 52.654067"
20220822,"-118.450883, 50.904117"
20220701,"-131.284233, 59.385483"
20220722,"-115.484617, 49.5127"
20220701,"-122.938033, 54.098033"
20220422,"-120.472533, 50.5248"
20220917,"-119.304133, 50.023217"
20221018,"-122.603467, 56.737633"
20220801,"-118.552833, 51.528267"
20220819,"-118.2449, 52.128533"
20220914,"-115.943883, 49.542583"
20220811,"-117.754567, 49.602083"
20221019,"-119.44455, 49.453567"
20220705,"-119.180667, 49.074867"
20220604,"-122.1999, 52.299683"
20220909,"-120.044167, 50.713833"
20220913,"-121.498683, 51.13875"
20220822,"-125.637883, 49.50595"
20220730,"-118.388083, 50.440367"
20220813,"-116.726833, 51.694167"
20220826,"-120.099033, 50.714133"
20221017,"-123.189033, 49.626717"
20220823,"-118.513883, 50.273833"
20220819,"-125.6412, 49.527617"
20221117,"-125.311517, 49.42095"
20220814,"-116.73025, 49.598383"
20220822,"-126.947533, 54.082667"
20220714,"-121.446867, 49.782967"
20220819,"-126.409033, 54.18675"
20230116,"-118.743783, 52.43955"
20220810,"-125.260417, 49.256"
20210421,"-123.824717, 51.48205"
20210626,"-121.962133, 52.050917"
20210709,"-120.414017, 53.4259"
20210828,"-122.7818, 52.520117"
20210802,"-121.535912, 52.139225"
20210708,"-117.669517, 50.265867"
20210708,"-120.85985, 51.981733"
20210804,"-119.076083, 49.563217"
20210708,"-120.4712, 50.357517"
20210702,"-116.94595, 50.058017"
20210415,"-123.433383, 49.395983"
20210711,"-123.252167, 54.708217"
20210626,"-124.398217, 50.267617"
20210709,"-127.086972, 54.834917"
20210707,"-123.262833, 55.880667"
20210630,"-124.135267, 54.738133"
20210710,"-119.5461, 49.974"
20210805,"-121.407, 53.366833"
20210630,"-121.121636, 51.564534"
20211003,"-122.107133, 52.100333"
20210628,"-124.549933, 53.2212"
20210414,"-121.798017, 50.636983"
20210826,"-122.275183, 49.144817"
20210814,"-123.020633, 50.601233"
20210811,"-126.5409, 55.31963"
20210811,"-122.75395, 54.1563"
20210516,"-120.347333, 53.00145"
20210417,"-116.098967, 50.601533"
20210706,"-122.408967, 55.508883"
20210617,"-128.900583, 55.802617"
20210701,"-120.84445, 51.517867"
20210805,"-118.70835, 49.7365"
20210708,"-125.643667, 52.712833"
20210707,"-117.48175, 50.5728"
20210101,"-123.0571, 53.0325"
20210702,"-116.584117, 49.607417"
20211103,"-126.423083, 50.408133"
20210421,"-120.8585, 56.208533"
20210705,"-115.927233, 49.59725"
20210702,"-118.78875, 50.547117"
20210420,"-116.0732, 49.098133"
20210716,"-117.993617, 50.329333"
20210904,"-115.774967, 49.455533"
20210707,"-120.967017, 49.958967"
20210630,"-122.61005, 55.403183"
20210904,"-125.656883, 50.071617"
20210722,"-123.944766, 48.792133"
20210706,"-119.6479, 50.831874"
20210706,"-121.89175, 50.866483"
20210627,"-124.1702, 53.915267"
20210523,"-121.501417, 51.14255"
20210711,"-118.23295, 51.5167"
20210701,"-119.542726, 49.063996"
20210720,"-116.715083, 51.27205"
20210515,"-128.628983, 54.446083"
20210710,"-118.554583, 52.017"
20210804,"-120.331433, 49.44355"
20210708,"-118.518417, 49.204383"
20210703,"-115.773333, 50.0677"
20210903,"-122.492867, 53.80915"
20210805,"-121.445066, 55.327716"
20210701,"-118.643417, 52.041667"
20210803,"-123.276683, 49.946"
20210712,"-115.175667, 49.1195"
20210725,"-119.090417, 51.902533"
20210708,"-120.942466, 50.77095"
20210705,"-129.866517, 58.13645"
20210802,"-122.36095, 52.311717"
20210709,"-124.633029, 53.357349"
20210410,"-116.988016, 51.323283"
20210722,"-120.740783, 52.786733"
20210701,"-119.193783, 51.617083"
20210715,"-120.423233, 52.62935"
20210702,"-121.619133, 55.3139"
20210717,"-121.543033, 52.898"
20210418,"-122.604817, 54.229317"
20210622,"-116.965167, 49.665767"
20220316,"-122.141833, 50.851833"
20211010,"-114.789117, 50.126083"
20210615,"-115.785277, 49.697222"
20210701,"-119.620633, 49.905766"
20210425,"-121.224733, 50.842183"
20210702,"-124.708667, 49.435667"
20210702,"-119.979233, 49.222583"
20210515,"-120.043333, 51.153833"
20210603,"-119.3235, 50.411167"
20210421,"-125.88305, 54.328983"
20210906,"-121.8713, 49.344133"
20210711,"-115.51395, 50.3115"
20210721,"-118.273933, 50.572883"
20210628,"-125.10595, 49.638717"
20210413,"-123.153183, 52.002067"
20210522,"-124.50905, 49.3577"
20210513,"-126.618716, 50.176866"
20210701,"-122.294717, 50.733067"
20210523,"-122.65795, 50.5662"
20210625,"-124.263917, 49.165333"
20210416,"-125.562633, 54.1941"
20210916,"-119.952117, 50.782217"
20210511,"-124.019033, 49.10515"
20210803,"-120.57965, 52.015767"
20210803,"-123.816917, 53.290033"
20210708,"-119.718717, 50.0704"
20210727,"-122.226167, 52.445217"
20210705,"-121.504867, 51.498867"
20210415,"-121.184133, 56.412617"
20210731,"-121.741617, 49.650017"
20210725,"-119.953717, 52.30375"
20210724,"-119.071, 49.4229"
20210804,"-124.960383, 53.643917"
20210808,"-124.5153, 49.980183"
20211027,"-124.525233, 53.956"
20210801,"-125.267433, 52.97985"
20210706,"-124.77585, 54.095"
20210815,"-123.026837, 55.048937"
20210429,"-121.587917, 50.2252"
20210422,"-120.699567, 56.17975"
20210710,"-121.553583, 51.005417"
20210803,"-121.435133, 53.840283"
20210710,"-121.008933, 53.86745"
20210721,"-123.9243, 49.614967"
20210716,"-120.81585, 51.718683"
20210804,"-117.776717, 51.67895"
20210527,"-119.98625, 49.207217"
20210725,"-118.173083, 52.141033"
20200701,"-120.84145, 51.905733"
20210410,"-122.625717, 50.308917"
20210629,"-118.908867, 49.920533"
20210712,"-115.460133, 49.34885"
20210705,"-118.59855, 52.028083"
20210514,"-116.9175, 49.920833"
20210426,"-122.98645, 54.0362"
20210705,"-128.387433, 54.18675"
20210711,"-117.70925, 51.928433"
20210703,"-117.805783, 50.439633"
20210826,"-121.213233, 54.893533"
20210805,"-123.804617, 48.8637"
20210705,"-116.932533, 49.969133"
20210728,"-120.7764, 50.075"
20210423,"-115.767367, 49.80155"
20210705,"-120.781383, 51.70555"
20210811,"-123.514883, 53.6097"
20210628,"-120.953467, 59.32235"
20210708,"-118.908, 51.159433"
20210605,"-118.471867, 49.21345"
20210807,"-118.731867, 50.70395"
20210802,"-123.539679, 53.190854"
20210713,"-119.195883, 52.304367"
20210709,"-121.228517, 53.763933"
20210709,"-118.582617, 51.010583"
20210522,"-123.279717, 52.127533"
20210802,"-119.250867, 52.17005"
20210510,"-119.454267, 49.47105"
20210413,"-119.472267, 49.073467"
20210415,"-120.868983, 50.035267"
20210805,"-123.11325, 53.2566"
20211025,"-120.872367, 51.592717"
20210712,"-120.077383, 50.3025"
20210731,"-122.1447, 52.092617"
20210423,"-124.786383, 49.12845"
20210423,"-121.100767, 51.811317"
20210731,"-121.841333, 49.5155"
20210630,"-120.913517, 51.645933"
20210903,"-123.279867, 52.121"
20211211,"-124.8506, 49.513167"
20210702,"-117.267417, 51.521967"
20210710,"-121.438944, 53.252548"
20210701,"-117.829283, 51.26505"
20210706,"-121.841667, 50.792333"
20210917,"-119.932833, 50.752033"
20210705,"-119.09495, 52.46795"
20210715,"-120.575983, 49.847367"
20210709,"-124.6062, 49.906367"
20210613,"-120.653533, 50.630667"
20210622,"-125.595083, 49.034133"
20210409,"-121.59855, 50.80185"
20210628,"-123.772833, 57.612817"
20210422,"-119.506583, 49.524767"
20210708,"-121.799867, 51.650417"
20210629,"-120.544717, 49.416167"
20210922,"-119.2888, 50.633517"
20210806,"-118.651367, 51.603983"
20210615,"-124.776183, 49.3239"
20210630,"-125.016233, 54.646267"
20210707,"-119.199083, 50.738566"
20210801,"-122.972117, 53.000583"
20210628,"-122.864667, 57.795667"
20210808,"-117.229783, 49.17775"
20210701,"-120.32805, 50.570667"
20210410,"-122.621083, 50.311533"
20210713,"-115.03595, 49.18595"
20210707,"-116.629217, 49.12595"
20210715,"-119.716217, 51.167367"
20210711,"-120.963517, 51.910817"
20220325,"-121.366317, 51.38985"
20210415,"-119.091907, 50.227228"
20210630,"-126.864617, 49.9643"
20210710,"-121.958483, 51.852317"
20210402,"-123.132967, 51.948"
20210908,"-121.502166, 51.1457"
20210903,"-124.340767, 49.308967"
20210630,"-123.103667, 55.967833"
20210706,"-121.803417, 51.342417"
20210720,"-118.16005, 51.2773"
20210628,"-120.812217, 50.90955"
20210628,"-123.015667, 57.497167"
20210711,"-121.210533, 53.11805"
20210707,"-120.28495, 50.197983"
20210701,"-117.395883, 51.927467"
20210709,"-120.681183, 49.1892"
20210702,"-120.794217, 51.685283"
20210630,"-120.853017, 51.79"
20210903,"-123.244083, 52.141383"
20210710,"-121.1573, 53.9394"
20210909,"-119.579633, 49.509983"
20210723,"-117.896667, 50.418333"
20210420,"-121.5232, 51.187"
20210701,"-120.370117, 50.572867"
20210704,"-117.243917, 50.700117"
20210710,"-123.30708, 55.176765"
20210708,"-119.537067, 52.953283"
20210711,"-121.14755, 51.80105"
20210815,"-115.450833, 49.1867"
20210608,"-123.552283, 48.766417"
20210426,"-121.5013, 51.133833"
20210713,"-115.038633, 49.0294"
20210822,"-118.27525, 51.06455"
20210805,"-117.737083, 50.715567"
20210624,"-121.44025, 49.44245"
20210417,"-124.025917, 49.0317"
20210703,"-118.09835, 49.612483"
20220325,"-120.077133, 50.760267"
20210503,"-124.646683, 53.339917"
20210709,"-116.374967, 49.3815"
20210719,"-122.783383, 49.826967"
20210720,"-118.273833, 50.036167"
20210707,"-117.651067, 49.187483"
20210430,"-120.886567, 55.930133"
20210630,"-121.24115, 54.772483"
20210817,"-116.91055, 50.011083"
20210701,"-117.4058, 50.09455"
20210708,"-118.1908, 49.41225"
20210708,"-118.2835, 49.066333"
20210601,"-122.474083, 50.18995"
20210426,"-127.6116, 55.268217"
20210702,"-116.0612, 49.372833"
20210711,"-118.6302, 52.061"
20210723,"-122.093333, 53.987333"
20210708,"-118.783733, 49.248983"
20210710,"-120.4355, 51.257766"
20210703,"-119.616583, 49.1472"
20210805,"-121.648967, 52.972667"
20210716,"-121.2221, 51.798417"
20210402,"-121.305617, 50.48295"
20210807,"-124.745167, 50.01905"
20210709,"-120.776983, 50.0156"
20210513,"-119.749103, 50.838781"
20210704,"-120.88365, 51.2542"
20210716,"-119.761667, 51.673967"
20210701,"-119.19625, 52.20945"
20210712,"-124.726617, 54.926233"
20210805,"-123.8945, 54.18835"
20210721,"-116.386883, 51.066383"
20210722,"-118.254133, 52.128267"
20210811,"-122.437033, 53.03"
20210721,"-118.254517, 50.610333"
20210710,"-128.390533, 54.24795"
20210805,"-124.635417, 53.74015"
20210513,"-121.296533, 50.569317"
20210630,"-122.7238, 54.707333"
20210717,"-117.896633, 51.85675"
20210613,"-118.08775, 49.711166"
20210730,"-119.138133, 52.553333"
20210928,"-117.731467, 49.276867"
20210514,"-117.1356, 49.145017"
20210613,"-120.221233, 58.11515"
20210522,"-126.265717, 54.69155"
20210628,"-124.77345, 49.295"
20210804,"-123.762333, 55.072633"
20210708,"-118.481183, 49.482567"
20210707,"-121.201783, 50.662167"
20210721,"-121.425133, 49.396683"
20210905,"-122.944783, 54.054816"
20210630,"-124.186183, 49.779333"
20210718,"-119.3597, 50.527383"
20210807,"-124.609117, 50.22425"
20210822,"-119.204133, 51.50515"
20210726,"-118.586717, 51.857617"
20210424,"-121.189583, 56.36785"
20210708,"-118.354467, 49.334983"
20210704,"-119.514467, 49.184"
20210722,"-118.681417, 51.745967"
20210802,"-120.1714, 49.398933"
20210808,"-120.5935, 54.504167"
20210907,"-122.288167, 49.14355"
20210711,"-118.068717, 50.313333"
20210902,"-125.526283, 49.499867"
20210808,"-117.616167, 49.117467"
20210809,"-119.097217, 50.669"
20210422,"-119.7066, 49.408583"
20210413,"-127.691133, 55.358533"
20210712,"-121.7273, 51.881867"
20210701,"-120.471533, 50.178567"
20210807,"-121.431383, 50.7827"
20210709,"-119.943083, 49.93635"
20210418,"-122.812333, 53.994933"
20210806,"-120.674967, 53.601117"
20210906,"-119.61515, 49.487"
20210715,"-127.59205, 50.727"
20210805,"-115.21075, 49.40225"
20210707,"-118.670317, 50.752983"
20210713,"-115.493033, 49.399667"
20210626,"-120.561617, 50.48765"
20210715,"-120.272867, 51.474867"
20210707,"-120.4124, 49.9421"
20210626,"-120.0558, 49.336283"
20210701,"-127.155283, 50.482633"
20210702,"-121.1585, 50.727533"
20210708,"-122.4057, 50.616383"
20210822,"-116.8838, 49.582367"
20210720,"-118.228183, 51.27455"
20210906,"-115.869367, 49.597333"
20210719,"-119.486167, 49.0892"
20210521,"-122.460333, 56.62085"
20210522,"-119.109383, 50.79255"
20210704,"-122.496617, 50.52295"
20210425,"-124.426967, 48.842417"
20210411,"-123.026883, 51.937067"
20210701,"-119.484183, 51.3372"
20210803,"-120.35235, 50.588717"
20210515,"-117.797417, 49.334867"
20210626,"-116.33565, 49.0037"
20210701,"-117.808533, 50.6219"
20210721,"-118.36545, 50.6591"
20210809,"-125.349333, 52.492967"
20210803,"-119.0072, 49.233283"
20210926,"-117.306883, 49.5005"
20210410,"-123.80205, 49.136733"
20210404,"-120.856867, 50.044083"
20210629,"-119.04715, 49.9788"
20210628,"-122.473966, 50.204166"
20210707,"-122.575383, 52.5172"
20210630,"-120.794933, 51.8059"
20210506,"-118.997783, 49.120717"
20210722,"-115.38015, 49.468517"
20210630,"-120.880167, 51.592633"
20210707,"-120.89155, 51.2185"
20210630,"-124.584333, 55.389167"
20210624,"-117.234883, 49.22215"
20210720,"-121.694667, 54.188667"
20210704,"-117.60785, 51.010517"
20210726,"-124.951467, 53.430833"
20210724,"-114.68795, 49.38955"
20210628,"-120.745233, 58.85"
20210710,"-118.52675, 51.9991"
20210814,"-120.895483, 49.829233"
20210627,"-121.477583, 51.81645"
20210701,"-125.082367, 52.05395"
20210708,"-118.920617, 49.259"
20210703,"-118.18955, 49.572117"
20210710,"-118.4572, 50.94255"
20210710,"-121.0477, 53.69125"
20210815,"-119.713417, 49.814383"
20210630,"-124.813967, 53.599533"
20210708,"-118.0476, 49.724483"
20210801,"-120.356183, 52.600667"
20210816,"-119.40695, 50.909283"
20210729,"-120.027333, 49.297783"
20210702,"-115.664467, 49.99995"
20210710,"-121.312083, 51.716667"
20210804,"-121.027283, 53.710667"
20210701,"-120.403083, 50.384533"
20210708,"-117.99845, 50.286083"
20210526,"-124.002711, 49.005167"
20210709,"-118.835383, 51.36455"
20210630,"-122.873333, 54.6253"
20210705,"-117.67455, 49.348383"
20210629,"-120.978817, 58.9262"
20210714,"-119.836183, 49.828883"
20210813,"-122.504683, 54.27105"
20210804,"-122.38355, 52.969217"
20210707,"-116.2915, 49.360467"
20210518,"-116.59715, 49.090533"
20211019,"-118.451167, 49.2561"
20210426,"-119.232067, 50.387833"
20210705,"-124.043233, 51.820367"
20210710,"-121.05105, 53.051083"
20210705,"-126.9705, 58.823667"
20210702,"-125.710833, 56.787"
20210704,"-118.226567, 51.137533"
20210603,"-122.11695, 52.127467"
20210701,"-118.691167, 50.72015"
20210630,"-127.496217, 50.4919"
20210819,"-120.73, 54.22805"
20210712,"-115.235633, 49.138217"
20210816,"-118.95605, 51.124133"
20211109,"-122.51555, 53.016167"
20210423,"-122.418533, 53.117817"
20210822,"-118.160817, 51.2832"
20210701,"-116.387683, 50.34905"
20210430,"-120.322117, 50.712217"
20210721,"-122.405833, 54.060633"
20210916,"-119.62845, 49.525233"
20210607,"-120.106233, 49.360633"
20210606,"-119.0668, 50.569633"
20210804,"-115.743333, 49.613883"
20210720,"-123.255833, 49.671467"
20210630,"-120.867783, 51.579283"
20210623,"-120.474583, 50.60575"
20210720,"-118.221033, 51.205"
20210630,"-117.930033, 50.278283"
20210629,"-117.484583, 49.647917"
20210610,"-122.602167, 58.859333"
20210701,"-120.240083, 50.6645"
20210807,"-119.8626, 51.517817"
20210417,"-120.7706, 50.074267"
20210718,"-123.644333, 53.00975"
20210708,"-120.563867, 49.456"
20210710,"-122.738243, 52.205446"
20210731,"-121.7927, 49.682667"
20210807,"-124.349467, 50.164267"
20210401,"-119.3605, 50.281867"
20210426,"-127.665183, 55.247967"
20210701,"-120.912283, 51.758233"
20210803,"-116.501967, 49.743417"
20210708,"-120.158467, 52.668967"
20210705,"-128.483117, 54.410767"
20210415,"-126.284467, 54.502767"
20210702,"-121.856667, 55.017683"
20210810,"-119.16955, 50.926583"
20220309,"-124.567033, 49.748617"
20210418,"-122.443967, 54.074667"
20210701,"-120.428967, 50.39785"
20210707,"-119.71225, 50.687383"
20210410,"-123.10925, 51.924467"
20210630,"-117.670667, 49.2824"
20210630,"-121.251483, 54.943267"
20210816,"-120.3809, 52.865967"
20210709,"-123.12, 50.035667"
20210630,"-126.423917, 55.249028"
20210630,"-121.118233, 51.641567"
20210525,"-119.698083, 49.037083"
20210401,"-124.652833, 49.410217"
20210725,"-119.143417, 52.502583"
20210816,"-122.2902, 52.533533"
20210707,"-117.622033, 49.05475"
20210707,"-125.557283, 52.943167"
20210419,"-123.23195, 52.117117"
20210711,"-118.479083, 51.40405"
20210708,"-116.965283, 49.667317"
20210712,"-115.651733, 49.695083"
20210715,"-114.634167, 49.450333"
20210628,"-121.190417, 59.736067"
20210630,"-117.398317, 50.045017"
20210701,"-122.223583, 50.710033"
20210802,"-120.347417, 52.609967"
20210803,"-120.843633, 52.48445"
20210710,"-120.669967, 53.84035"
20210721,"-120.944933, 52.624"
20210622,"-116.8127, 51.179333"
20210711,"-121.70225, 51.425283"
20210620,"-121.282417, 49.323583"
20210630,"-120.432443, 50.399704"
20210701,"-119.773, 51.39175"
20210710,"-115.6687, 50.12795"
20210711,"-120.911167, 51.883167"
20210704,"-118.257333, 50.860117"
20210708,"-119.041517, 50.95895"
20210708,"-118.584817, 49.287717"
20210515,"-126.8278, 53.852"
20210506,"-118.54325, 49.167317"
20210807,"-124.566217, 50.0325"
20210522,"-119.841767, 49.803933"
20210708,"-118.879283, 49.22255"
20210813,"-120.275233, 54.940333"
20210701,"-115.90075, 49.501283"
20210630,"-122.200483, 52.37695"
20210824,"-120.13485, 51.689917"
20210628,"-120.847267, 58.863017"
20210706,"-120.954217, 51.602367"
20211001,"-121.889883, 51.179916"
20210710,"-120.370567, 51.5816"
20210419,"-122.08235, 52.19885"
20210726,"-118.429933, 50.5476"
20210811,"-124.7532, 54.789833"
20210526,"-121.191683, 56.5076"
20210705,"-126.031083, 52.211483"
20210505,"-124.517183, 49.344"
20220327,"-120.486633, 50.6168"
20210701,"-119.802633, 50.750217"
20210416,"-119.503183, 49.33835"
20210721,"-121.92865, 52.2058"
20210731,"-128.4025, 54.610556"
20210416,"-121.661, 56.140017"
20210807,"-120.2593, 50.559967"
20210728,"-119.2917, 50.10395"
20210630,"-122.38065, 53.747317"
20210728,"-119.924583, 51.245"
20210404,"-119.491, 49.330567"
20210627,"-120.036483, 49.29985"
20210707,"-125.293167, 52.684117"
20210630,"-121.976417, 55.631817"
20210717,"-119.879683, 50.655816"
20210827,"-126.454766, 49.8093"
20210705,"-128.403367, 54.1964"
20210630,"-119.835666, 49.846416"
20210622,"-120.734117, 50.754083"
20210501,"-119.759533, 49.28935"
20210715,"-123.129217, 53.384417"
20211213,"-124.849867, 49.51375"
20210702,"-115.766633, 50.52025"
20210711,"-121.376117, 53.805517"
20210703,"-120.610533, 51.08235"
20210701,"-118.56995, 51.6858"
20210717,"-122.869733, 50.2698"
20210711,"-119.091333, 50.267"
20210525,"-126.722167, 56.090667"
20210903,"-123.248883, 52.140033"
20210621,"-121.6513, 50.3447"
20210629,"-118.96185, 49.977783"
20210715,"-121.748833, 53.751467"
20210717,"-117.7899, 50.239367"
20210705,"-128.430133, 54.091"
20210412,"-124.502083, 49.34875"
20210701,"-119.523783, 51.476583"
20210604,"-117.686317, 49.352317"
20210722,"-122.170617, 51.900083"
20210801,"-121.645383, 49.798217"
20210630,"-122.274883, 52.4177"
20210621,"-120.583467, 49.429333"
20210804,"-121.426667, 55.391667"
20210615,"-120.069583, 50.64805"
20210714,"-124.590533, 55.742183"
20210713,"-115.472017, 49.34055"
20210729,"-122.905717, 52.80745"
20210707,"-118.160817, 49.538483"
20210802,"-124.597533, 56.529333"
20210702,"-125.01345, 54.95055"
20210522,"-127.036117, 50.652717"
20210921,"-120.09395, 50.50855"
20210717,"-122.005133, 52.119883"
20210702,"-121.615383, 55.290133"
20211006,"-121.335483, 50.623433"
20210808,"-115.4147, 49.192283"
20210719,"-120.674567, 49.185833"
20210625,"-119.6131, 49.842283"
20210701,"-119.366133, 51.427233"
20210520,"-125.080633, 49.623867"
20210829,"-120.219033, 51.054717"
20210725,"-118.260367, 52.0052"
20210630,"-124.178, 53.759083"
20210701,"-122.381383, 55.234767"
20210626,"-117.70775, 49.087167"
20210702,"-122.899033, 55.102733"
20220316,"-120.862083, 50.048467"
20210706,"-126.137883, 54.398683"
20210602,"-120.897267, 50.785333"
20210707,"-121.400566, 51.640566"
20210820,"-118.271617, 51.243533"
20210602,"-121.410383, 51.508167"
20210716,"-119.52855, 51.648083"
20210630,"-120.80465, 51.653667"
20210816,"-119.40355, 51.025967"
20210608,"-120.467383, 50.613733"
20210721,"-115.9602, 49.706383"
20210628,"-121.865, 57.142833"
20210710,"-118.382633, 51.843767"
20210604,"-121.925667, 49.183217"
20210804,"-116.2618, 49.0423"
20210519,"-119.320633, 50.112617"
20210820,"-117.476883, 50.6815"
20210805,"-125.231833, 52.965667"
20210629,"-128.846183, 54.375917"
20210624,"-119.822339, 49.237127"
20210710,"-120.516383, 49.22605"
20210730,"-121.66515, 49.992733"
20210913,"-124.069167, 49.198533"
20210803,"-122.684283, 52.97955"
20210731,"-121.779817, 49.605133"
20210707,"-122.231517, 50.701983"
20211006,"-114.924883, 50.34175"
20210705,"-121.615267, 51.5495"
20210719,"-122.492467, 53.809283"
20211001,"-122.371617, 53.698267"
20210408,"-119.821067, 49.4094"
20210629,"-118.509533, 50.714267"
20210709,"-121.83895, 51.4745"
20210804,"-122.4198, 53.58565"
20210805,"-119.762733, 49.833267"
20210916,"-119.589916, 50.902266"
20210705,"-119.314617, 50.091817"
20210709,"-121.0516, 53.778467"
20210823,"-117.617583, 51.493167"
20210828,"-119.652383, 49.44875"
20210712,"-118.0565, 49.759167"
20210705,"-128.376717, 54.221183"
20210629,"-124.7641, 59.825467"
20210708,"-115.435133, 49.38375"
20210707,"-125.590117, 52.685833"
20210703,"-119.235367, 50.817767"
20210701,"-119.590433, 51.654883"
20210824,"-119.455317, 49.765083"
20210722,"-118.71805, 51.792667"
20210630,"-120.992733, 51.933033"
20210704,"-122.337883, 52.41295"
20210710,"-118.337967, 51.841933"
20210731,"-121.5862, 49.906717"
20211020,"-120.220733, 50.441067"
20210801,"-125.940033, 53.637667"
20210630,"-121.0753, 51.864967"
20210613,"-117.259833, 49.44005"
20210712,"-115.1963, 49.153"
20210106,"-120.430433, 51.40095"
20210707,"-119.213383, 50.889917"
20210701,"-115.442617, 49.307833"
20210703,"-115.800883, 50.056217"
20210924,"-122.559867, 52.982633"
20210821,"-118.33125, 51.24005"
20210630,"-122.255967, 54.08005"
20210621,"-124.69945, 49.3062"
20210701,"-118.931467, 50.003117"
20210708,"-120.001917, 50.864333"
20210701,"-119.651467, 50.545683"
20210811,"-125.732867, 56.454467"
20210813,"-121.778, 55.413017"
20210804,"-116.95175, 49.0632"
20210616,"-121.56565, 50.177583"
20210804,"-119.2145, 51.286917"
20210710,"-125.5719, 54.712383"
20210725,"-123.11295, 50.023967"
20210630,"-120.922883, 51.212467"
20210812,"-127.364203, 55.654516"
20210711,"-121.619633, 51.657583"
20210515,"-121.9746, 49.287833"
20210708,"-121.4527, 50.04945"
20210406,"-123.406433, 52.10395"
20210708,"-119.016983, 49.124317"
20210815,"-125.123517, 53.2935"
20210711,"-121.29245, 51.592133"
20210702,"-121.085667, 51.663367"
20210630,"-120.830917, 51.475333"
20210807,"-126.755866, 50.50115"
20210708,"-120.914217, 53.65465"
20210514,"-117.519433, 49.64095"
20210720,"-118.98275, 50.7952"
20210613,"-120.881783, 49.924533"
20210618,"-115.723917, 49.51625"
20210704,"-120.809183, 51.986133"
20210703,"-116.7993, 49.591617"
20210514,"-116.891717, 50.2947"
20210630,"-122.48075, 55.280417"
20210422,"-115.736633, 49.597217"
20210522,"-114.92595, 50.38905"
20210416,"-115.676167, 49.640667"
20210701,"-118.310117, 50.0462"
20210710,"-119.324467, 52.768"
20210604,"-125.36995, 49.937917"
20210716,"-119.51065, 50.750133"
20210713,"-118.671533, 50.9692"
20210514,"-118.898883, 50.13475"
20210704,"-123.474367, 51.942717"
20210718,"-120.2853, 50.199533"
20210709,"-119.254233, 50.89865"
20211016,"-115.138, 49.170833"
20210701,"-120.30595, 50.757833"
20210801,"-125.625583, 52.629788"
20210802,"-133.727222, 59.568141"
20210804,"-119.076533, 49.572117"
20210701,"-119.610167, 51.139117"
20210803,"-123.812333, 48.852733"
20210702,"-119.8557, 50.731633"
20210805,"-120.895, 56.114"
20210701,"-121.471, 54.959667"
20210707,"-117.30885, 49.0233"
20210701,"-120.374333, 50.459483"
20210802,"-121.682633, 52.84645"
20210718,"-123.952183, 55.019433"
20210903,"-122.43245, 49.0812"
20210630,"-117.817417, 50.321383"
20210803,"-122.28385, 49.143467"
20210416,"-121.280233, 51.661233"
20210714,"-121.261133, 53.073033"
20210411,"-120.701033, 56.2789"
20210720,"-117.818083, 51.687867"
20210604,"-122.272417, 49.068467"
20210804,"-116.559717, 49.189667"
20210720,"-121.345867, 49.377367"
20210707,"-119.308433, 50.212466"
20210817,"-125.028917, 54.049383"
20210712,"-125.2908, 49.88325"
20210614,"-118.124917, 49.610817"
20210402,"-123.106283, 51.94175"
20210731,"-121.668867, 49.773617"
20210630,"-123.2135, 55.997833"
20210802,"-120.714917, 52.478"
20370101,"-114.903333, 50.312217"
20210725,"-124.590167, 55.102833"
20210418,"-121.405833, 50.903667"
20210703,"-116.035033, 50.1213"
20210630,"-121.113789, 51.475818"
20210816,"-115.970717, 49.99205"
20210702,"-117.3088, 51.524917"
20210811,"-120.651078, 52.897385"
20210906,"-123.828, 53.979633"
20210623,"-115.66425, 49.607833"
20210707,"-117.029633, 49.0373"
20210806,"-121.47775, 53.30395"
20210806,"-121.9785, 53.124033"
20210710,"-120.55845, 49.478267"
20210704,"-121.803667, 51.342417"
20210626,"-119.72565, 49.02365"
20210710,"-115.567283, 49.269167"
20210630,"-127.306333, 50.620417"
20210629,"-123.262833, 49.265417"
20210708,"-119.393333, 51.348533"
20210719,"-122.792217, 49.830367"
20210727,"-120.820033, 49.06465"
20210811,"-118.7883, 50.7479"
20210626,"-120.580967, 50.469783"
20210618,"-120.4673, 50.613933"
20210717,"-121.0672, 51.493733"
20210701,"-120.126016, 50.80205"
20210708,"-122.53965, 50.4737"
20210629,"-125.1527, 52.347717"
20210720,"-123.45105, 55.316017"
20210815,"-124.025883, 49.031883"
20210524,"-122.144033, 49.1839"
20210514,"-120.100067, 50.755533"
20210829,"-122.843333, 53.987333"
20210805,"-122.93, 53.496333"
20210630,"-122.838733, 58.3512"
20210711,"-115.7372, 50.066217"
20210708,"-121.595617, 49.556883"
20210630,"-125.0223, 56.387667"
20210710,"-121.938417, 49.084017"
20210730,"-119.1379, 52.5529"
20210812,"-121.600517, 49.330533"
20210707,"-121.4051, 50.832933"
20210702,"-117.048967, 50.5897"
20210707,"-116.676383, 49.461583"
20210507,"-120.6961, 56.482617"
20210701,"-120.490867, 50.5888"
20210701,"-120.18455, 50.69775"
