date,coordinates
20180619,"-125.9055, 52.1596"
20180809,"-125.827, 52.3405"
20180622,"-125.5296, 52.1459"
20180731,"-126.2235, 52.7135"
20180424,"-126.3802, 52.4371"
20180810,"-127.2512, 50.5187"
20180516,"-127.1505, 50.5902"
20180712,"-127.2785, 50.387"
20180811,"-127.2472, 50.394"
20180505,"-127.2343, 50.371"
20180811,"-127.2273, 50.3785"
20180811,"-127.1902, 50.3656"
20180527,"-127.3614, 50.5528"
20180810,"-127.4379, 50.4895"
20190325,"-127.3893, 50.6717"
20180810,"-127.4007, 50.4352"
20180811,"-127.3543, 50.4398"
20180810,"-127.4475, 50.3997"
20180817,"-127.4475, 50.3998"
20180810,"-127.3326, 50.4135"
20180811,"-127.7479, 50.3"
20180810,"-127.7336, 50.2207"
20180817,"-127.4156, 50.3487"
20180810,"-127.4136, 50.3493"
20180814,"-128.1375, 50.5195"
20180820,"-125.3581, 49.2843"
20190613,"-115.088, 49.1418"
20190820,"-115.1628, 49.1367"
20190819,"-115.2039, 49.1108"
20200317,"-115.1719, 49.178"
20190826,"-115.2215, 49.0832"
20190608,"-115.1746, 49.0592"
20190615,"-115.1843, 49.1476"
20190902,"-115.1897, 49.1591"
20190615,"-115.2387, 49.141"
20190614,"-115.2555, 49.1233"
20190425,"-114.972, 49.5835"
20190505,"-115.1881, 49.2626"
20190722,"-115.1474, 49.3171"
20190811,"-114.5549, 49.2528"
20190818,"-114.5361, 49.2155"
20190722,"-114.9835, 50.1845"
20190813,"-114.9742, 50.0564"
20190804,"-114.9204, 50.0669"
20190603,"-114.8873, 49.9963"
20191030,"-114.8949, 49.9624"
20190503,"-114.8723, 50.0075"
20190525,"-114.8695, 49.9949"
20190714,"-114.8564, 49.9009"
20190821,"-114.8692, 49.7125"
20191006,"-115.4133, 49.4544"
20190821,"-115.3749, 49.4004"
20190529,"-115.367, 49.3557"
20190820,"-115.3615, 49.3564"
20190806,"-115.3638, 49.385"
20190902,"-115.2871, 49.3148"
20190816,"-115.2723, 49.2754"
20190902,"-115.2952, 49.2699"
20190701,"-115.2939, 49.2717"
20190803,"-115.29, 49.2691"
20190524,"-115.2967, 49.2691"
20190603,"-115.3837, 49.2707"
20190701,"-115.2866, 49.2662"
20190604,"-115.3618, 49.0202"
20190614,"-115.27, 49.1605"
20190806,"-115.2549, 49.2138"
20190520,"-115.2558, 49.1737"
20191017,"-115.4233, 49.266"
20190902,"-115.2567, 49.2167"
20190731,"-115.6327, 49.2428"
20190724,"-115.5808, 49.5055"
20190524,"-115.8333, 49.3209"
20190520,"-115.4826, 49.4739"
20190901,"-115.4303, 49.4591"
20190722,"-115.4743, 49.3322"
20190724,"-115.6442, 49.3431"
20190617,"-115.6963, 49.471"
20190831,"-115.514, 49.5733"
20190729,"-115.6254, 49.587"
20190831,"-115.6214, 49.6149"
20191016,"-115.6625, 49.5652"
20190718,"-115.6401, 49.6103"
20200328,"-115.6499, 49.63"
20200324,"-115.6752, 49.5631"
20190810,"-115.6738, 49.6371"
20190727,"-115.7386, 49.5508"
20190430,"-115.739, 49.5512"
20190502,"-115.8371, 49.6129"
20200326,"-115.8106, 49.6085"
20190616,"-115.4407, 50.2546"
20190805,"-115.3059, 50.1729"
20190803,"-115.3059, 50.1729"
20190802,"-115.306, 50.1729"
20190825,"-115.2903, 50.1763"
20190824,"-115.2902, 50.1764"
20190728,"-115.2804, 50.1843"
20190701,"-115.2804, 50.1841"
20190630,"-115.2804, 50.1841"
20190615,"-115.1025, 50.1374"
20190907,"-115.1031, 50.1382"
20190720,"-115.103, 50.1382"
20190619,"-115.5088, 50.2553"
20190810,"-115.4151, 50.1593"
20190728,"-115.614, 50.1265"
20190902,"-115.6454, 50.1048"
20190601,"-115.6369, 50.1309"
20190614,"-115.638, 50.1473"
20190728,"-115.536, 50.0178"
20190901,"-115.52, 50.0631"
20190902,"-115.103, 50.0631"
20190831,"-115.6058, 49.9199"
20190825,"-115.6274, 49.8361"
20190825,"-115.6265, 49.837"
20190728,"-115.6263, 49.837"
20190825,"-115.7365, 49.7866"
20190429,"-115.7308, 49.7866"
20190525,"-115.7235, 49.7872"
20190701,"-115.3256, 49.7407"
20190616,"-115.717, 49.7353"
20190810,"-115.8255, 49.485"
20190808,"-115.831, 49.3785"
20190814,"-115.8463, 49.3877"
20190906,"-115.8404, 49.116"
20190615,"-115.7981, 49.7747"
20190722,"-115.8967, 49.73"
20190814,"-115.8891, 49.8164"
20190708,"-115.965, 49.675"
20190515,"-115.9485, 49.6917"
20190502,"-115.8843, 50.2641"
20200303,"-115.8977, 50.3025"
20190615,"-115.7091, 50.1843"
20190604,"-115.6894, 50.2418"
20190831,"-115.6897, 50.2524"
20190619,"-115.8306, 50.1432"
20190723,"-115.8495, 50.1664"
20190803,"-115.9614, 50.1328"
20190804,"-115.9983, 50.1092"
20190524,"-115.8258, 50.0264"
20191125,"-115.8094, 50.0344"
20190907,"-115.7632, 49.9535"
20190614,"-115.7435, 49.9778"
20190807,"-115.7299, 49.8891"
20190727,"-115.8826, 49.8851"
20190828,"-115.7717, 49.8935"
20190727,"-116.0272, 49.9645"
20190512,"-115.999, 49.6523"
20191020,"-115.93, 49.5861"
20190811,"-116.0747, 49.4988"
20190810,"-115.8526, 49.348"
20190615,"-116.0663, 49.4113"
20190808,"-116.0659, 49.4114"
20191015,"-115.9913, 49.1208"
20190523,"-115.9548, 49.1129"
20190601,"-116.0846, 49.1314"
20190722,"-116.0199, 49.0493"
20190615,"-115.9921, 49.2186"
20190613,"-116.2783, 49.1767"
20190819,"-116.3312, 49.2414"
20190704,"-116.3468, 49.1817"
20190525,"-116.267, 49.2662"
20190804,"-116.4015, 50.3511"
20190814,"-116.0891, 49.7603"
20190811,"-116.3592, 49.6909"
20190811,"-116.2621, 49.6069"
20190425,"-116.1708, 49.6064"
20190428,"-116.3728, 49.5582"
20190725,"-116.6692, 49.3216"
20190810,"-116.6724, 49.3458"
20190724,"-116.7204, 49.3959"
20191014,"-116.7084, 49.3294"
20190803,"-116.7082, 49.4578"
20190810,"-116.7953, 49.3192"
20190530,"-116.8069, 49.3728"
20190616,"-116.4931, 49.1274"
20190613,"-116.5447, 49.1606"
20190902,"-116.556, 49.1854"
20190613,"-116.5603, 49.2049"
20190812,"-116.6769, 49.1244"
20190613,"-116.6624, 49.1281"
20200326,"-116.5967, 49.0878"
20190613,"-116.7078, 49.2011"
20190810,"-116.6395, 49.1725"
20190613,"-116.6072, 49.1638"
20190808,"-116.6946, 49.1392"
20190819,"-116.8906, 49.0096"
20190819,"-116.8897, 49.0973"
20190613,"-117.03, 49.6294"
20190603,"-116.9744, 49.6357"
20190412,"-117.0552, 49.5953"
20190614,"-116.8507, 49.4439"
20190810,"-117.2863, 49.1447"
20190804,"-117.3074, 49.1241"
20190618,"-117.3072, 49.1241"
20190530,"-117.2984, 49.1661"
20190814,"-117.3707, 49.1492"
20190707,"-117.3615, 49.1961"
20190614,"-117.3719, 49.2304"
20191006,"-117.4529, 49.2127"
20190711,"-116.7852, 49.639"
20190613,"-116.7793, 49.6645"
20190905,"-116.8179, 49.8657"
20190723,"-116.8492, 49.7491"
20190723,"-116.7955, 49.7636"
20191107,"-116.9044, 49.7847"
20190908,"-116.9342, 49.9008"
20190613,"-116.9525, 49.926"
20190613,"-117.2704, 49.6187"
20190809,"-117.2232, 49.5959"
20190615,"-117.1968, 49.5977"
20190809,"-117.2087, 49.5446"
20190802,"-117.274, 49.5265"
20190517,"-117.4395, 49.4572"
20190523,"-117.2645, 49.4782"
20190903,"-117.0531, 50.3428"
20190901,"-116.943, 50.3052"
20190831,"-116.9514, 50.2986"
20190817,"-116.9206, 50.2848"
20190630,"-116.9247, 50.2796"
20190701,"-116.9247, 50.2796"
20190831,"-117.0051, 50.2986"
20190619,"-116.7508, 50.3512"
20190902,"-117.1804, 50.0458"
20190715,"-117.3255, 49.9764"
20190530,"-118.4385, 50.4111"
20190714,"-118.6429, 50.3718"
20190818,"-117.6748, 50.3004"
20190806,"-117.7299, 50.286"
20190804,"-117.7298, 50.286"
20190818,"-117.8283, 50.2847"
20190826,"-117.8276, 50.2847"
20190825,"-117.8276, 50.2847"
20190805,"-117.6052, 50.2348"
20190829,"-117.694, 50.2114"
20190831,"-117.6399, 50.1622"
20190818,"-117.4913, 50.1083"
20190626,"-117.938, 50.0297"
20190730,"-117.4973, 50.0389"
20190902,"-117.4774, 50.0903"
20190818,"-117.4724, 50.0689"
20190904,"-117.4656, 50.0452"
20190616,"-117.4559, 50.0507"
20190901,"-117.438, 50.0055"
20190721,"-117.4053, 50.0339"
20190721,"-117.4044, 50.034"
20190721,"-117.4033, 50.0342"
20190805,"-117.4023, 50.0348"
20190822,"-117.8963, 50.4144"
20190901,"-118.065, 50.3331"
20190903,"-117.9175, 50.282"
20190906,"-118.2034, 50.3754"
20190604,"-117.9824, 50.2293"
20190819,"-118.1404, 50.1091"
20190810,"-118.154, 50.0876"
20190903,"-118.1394, 50.0699"
20190531,"-118.5483, 50.192"
20190730,"-118.6663, 50.2752"
20190804,"-118.7176, 50.5032"
20190617,"-118.7746, 50.4367"
20190601,"-118.8523, 50.4052"
20190831,"-118.9509, 50.1034"
20190907,"-117.414, 49.9223"
20190824,"-117.3876, 49.9213"
20190727,"-117.3826, 49.9223"
20190710,"-117.4135, 49.87"
20190601,"-117.4091, 49.8727"
20190924,"-117.4642, 49.7714"
20190815,"-117.4432, 49.6888"
20190804,"-117.6754, 49.6672"
20190729,"-117.6577, 49.6812"
20190810,"-117.6576, 49.6812"
20190703,"-117.4947, 49.643"
20190810,"-117.8637, 49.6394"
20191031,"-117.85, 49.6383"
20190818,"-117.5283, 49.6181"
20190629,"-117.4515, 49.4537"
20190801,"-118.0233, 49.9635"
20190831,"-118.1216, 49.9385"
20190802,"-118.0995, 49.9445"
20190818,"-118.1967, 49.8988"
20190626,"-118.1352, 49.9042"
20190630,"-118.702, 49.8286"
20190901,"-118.8027, 49.4556"
20190802,"-118.8459, 49.4799"
20190701,"-118.922, 49.605"
20190701,"-118.922, 49.5883"
20190701,"-118.8847, 49.5832"
20190814,"-119.2618, 49.5885"
20190609,"-119.1686, 49.5929"
20190831,"-119.071, 49.5393"
20190924,"-119.6368, 49.5554"
20190904,"-119.4711, 49.5458"
20190904,"-119.4994, 49.512"
20200324,"-119.5274, 49.5193"
20190611,"-117.5017, 49.5323"
20191003,"-117.5815, 49.3566"
20190811,"-117.6492, 49.3609"
20190724,"-117.6992, 49.37"
20190508,"-117.7293, 49.373"
20190702,"-118.1179, 49.5731"
20190728,"-118.0419, 49.4361"
20190426,"-118.0614, 49.383"
20190922,"-118.0146, 49.3177"
20190622,"-118.2244, 49.6359"
20190713,"-118.1684, 49.5981"
20190824,"-118.4414, 49.4035"
20190806,"-118.5067, 49.3964"
20191101,"-117.5938, 49.318"
20190707,"-117.6788, 49.2118"
20190614,"-117.6695, 49.2138"
20190615,"-117.5667, 49.1861"
20190617,"-117.5373, 49.1936"
20190804,"-117.6872, 49.2981"
20190724,"-117.7335, 49.3237"
20190613,"-117.7414, 49.2612"
20190810,"-117.7031, 49.2571"
20190810,"-117.7625, 49.3035"
20190613,"-117.6949, 49.2976"
20190614,"-117.8438, 49.3156"
20190817,"-118.8653, 49.403"
20190729,"-118.8658, 49.4079"
20190804,"-118.6058, 49.4062"
20190709,"-118.9014, 49.3169"
20190727,"-118.974, 49.2016"
20190727,"-118.7022, 49.1902"
20190811,"-117.5874, 49.0414"
20191012,"-117.5683, 49.0647"
20190616,"-117.5768, 49.154"
20190811,"-117.6271, 49.0561"
20190628,"-117.7579, 49.1414"
20190613,"-117.8669, 49.1773"
20190902,"-118.548, 49.4751"
20190902,"-118.5478, 49.4752"
20190730,"-118.4666, 49.2329"
20190622,"-118.4188, 49.2454"
20190616,"-118.4153, 49.2105"
20190807,"-118.462, 49.1889"
20190724,"-118.6107, 49.1856"
20190523,"-118.605, 49.1821"
20190804,"-118.4111, 49.1374"
20190727,"-118.4823, 49.1085"
20190530,"-118.4138, 49.0558"
20190703,"-118.3738, 49.043"
20190724,"-118.1451, 49.0697"
20190628,"-118.2136, 49.1465"
20190815,"-118.2748, 49.0446"
20190731,"-118.3551, 49.064"
20190815,"-118.6549, 49.0973"
20190706,"-118.7441, 49.0186"
20190719,"-118.7937, 48.9752"
20190618,"-119.6207, 49.4811"
20190619,"-119.6166, 49.4814"
20190625,"-119.6151, 49.4824"
20190531,"-119.5394, 49.4782"
20190504,"-119.5282, 49.4844"
20190629,"-119.5094, 49.4843"
20200325,"-119.5264, 49.4859"
20190529,"-119.6152, 49.4472"
20190903,"-119.5951, 49.3449"
20190904,"-119.596, 49.3369"
20190624,"-119.5573, 49.3444"
20190820,"-119.5816, 49.3198"
20190725,"-119.1474, 49.3472"
20190601,"-119.2074, 49.403"
20190803,"-119.4105, 49.3615"
20190804,"-119.5052, 49.2563"
20190723,"-119.5346, 49.2568"
20190614,"-119.6316, 49.2197"
20191104,"-119.611, 49.2065"
20190710,"-119.6044, 49.1929"
20190714,"-119.5029, 49.2343"
20190430,"-119.4495, 49.1598"
20190716,"-119.5331, 49.1808"
20190730,"-119.5164, 49.1677"
20190722,"-119.375, 49.0705"
20190705,"-119.2025, 49.0382"
20190724,"-119.6924, 49.0681"
20190722,"-119.4326, 49.044"
20191108,"-119.4473, 49.0732"
20190722,"-119.3752, 49.005"
20190614,"-119.6988, 49.015"
20190513,"-119.6498, 49.0401"
20190906,"-118.9946, 49.3595"
20190602,"-118.963, 49.3675"
20190724,"-119.0275, 49.3262"
20190630,"-119.0304, 49.2772"
20190909,"-119.01, 49.2337"
20190911,"-119.0618, 49.2489"
20190725,"-119.0959, 49.1839"
20191018,"-119.0123, 49.0688"
20190803,"-119.0492, 49.0451"
20190602,"-118.4952, 49.0239"
20190724,"-118.3754, 49.0004"
20190707,"-118.2556, 49.0047"
20190721,"-115.5686, 50.5333"
20190721,"-114.9226, 50.4096"
20190902,"-115.8044, 50.6148"
20190722,"-115.7217, 50.709"
20190824,"-115.7607, 50.5604"
20190831,"-115.7606, 50.5603"
20190630,"-115.7604, 50.5609"
20190817,"-115.6215, 50.5227"
20190615,"-115.6281, 50.4609"
20190824,"-115.6197, 50.4884"
20190401,"-115.8558, 50.3726"
20190719,"-115.8396, 50.3609"
20190803,"-116.1863, 50.7501"
20190719,"-116.1277, 50.7045"
20190525,"-116.1279, 50.6318"
20190907,"-116.2444, 50.6745"
20190602,"-116.2325, 50.6352"
20190721,"-116.2302, 50.6352"
20190601,"-116.2269, 50.6342"
20190601,"-116.0768, 50.5392"
20190512,"-116.0268, 50.5638"
20190722,"-115.995, 50.5578"
20190902,"-116.1198, 50.5409"
20190601,"-116.1194, 50.5423"
20190901,"-116.1196, 50.543"
20190701,"-116.1228, 50.546"
20190803,"-116.0978, 50.5031"
20190603,"-116.0488, 50.5036"
20190728,"-115.8955, 50.4966"
20190831,"-115.8955, 50.4965"
20190410,"-116.372, 50.9038"
20190803,"-116.252, 50.4546"
20190802,"-116.2519, 50.4546"
20190630,"-116.3216, 50.4042"
20190615,"-116.3215, 50.4042"
20190630,"-116.2765, 50.4369"
20190630,"-116.2667, 50.4404"
20190602,"-116.2671, 50.3654"
20190609,"-116.3547, 50.368"
20190721,"-116.3541, 50.3686"
20190701,"-116.3541, 50.3686"
20190513,"-116.2621, 50.817"
20190604,"-116.3458, 50.8492"
20190803,"-116.4266, 50.8172"
20190804,"-116.3838, 50.7878"
20190701,"-116.2667, 50.8115"
20190616,"-116.071, 51.0358"
20190817,"-116.2044, 50.918"
20190505,"-116.5279, 51.0213"
20190727,"-116.1201, 51.3764"
20190703,"-116.684, 51.231"
20190909,"-117.0104, 51.4176"
20190909,"-117.0121, 51.4179"
20190625,"-116.9532, 51.3182"
20190806,"-116.9154, 51.3176"
20190802,"-116.9018, 51.3171"
20190610,"-116.9063, 51.3189"
20190608,"-116.9754, 51.3092"
20190818,"-116.9743, 51.3112"
20190625,"-116.9417, 51.3062"
20190810,"-116.8033, 51.1353"
20190509,"-116.4301, 50.9037"
20190824,"-116.8954, 50.4965"
20190727,"-117.2966, 51.8293"
20190806,"-117.4738, 51.7298"
20190723,"-117.4894, 51.7383"
20190907,"-117.4958, 51.6023"
20190824,"-117.4958, 51.6023"
20190729,"-117.5462, 51.7044"
20190616,"-117.5237, 51.7464"
20190616,"-117.5248, 51.7474"
20190810,"-117.5758, 51.7546"
20190805,"-117.5757, 51.7546"
20190724,"-117.7707, 51.7864"
20190530,"-117.0384, 51.4035"
20190602,"-117.1833, 51.5013"
20190809,"-117.0416, 51.4385"
20190715,"-117.3659, 51.481"
20190602,"-117.3883, 51.5674"
20190913,"-117.7528, 51.1853"
20190614,"-118.2536, 51.2366"
20190803,"-118.2, 51.2333"
20190722,"-118.2, 51.2333"
20190728,"-118.2654, 51.1632"
20190831,"-118.2249, 51.1355"
20190613,"-118.2139, 51.144"
20190507,"-118.1976, 51.0621"
20190726,"-118.3271, 51.0805"
20190529,"-118.1146, 51.0058"
20190818,"-118.1885, 50.9321"
20190416,"-118.1254, 50.9034"
20190827,"-118.2242, 50.9833"
20190814,"-118.2428, 51.0196"
20190814,"-118.2903, 51.0387"
20190610,"-118.4889, 50.9523"
20190811,"-118.4865, 50.8953"
20190530,"-118.697, 50.9288"
20190612,"-118.6058, 50.9963"
20190912,"-118.7009, 51.0433"
20190803,"-118.5571, 50.8581"
20190805,"-118.557, 50.8578"
20190803,"-118.5685, 50.8037"
20190902,"-118.6259, 50.7603"
20190721,"-118.6548, 50.7097"
20190824,"-118.6546, 50.7096"
20190818,"-118.6529, 50.7119"
20190818,"-118.6529, 50.7119"
20190808,"-118.5235, 52.1417"
20190809,"-118.5266, 51.9168"
20190911,"-118.6091, 51.8263"
20190613,"-118.4418, 51.8828"
20190601,"-118.6222, 51.6517"
20190901,"-118.7527, 50.7521"
20190804,"-118.7555, 50.7096"
20190803,"-118.7555, 50.7096"
20190902,"-118.8458, 50.6009"
20190804,"-118.8453, 50.602"
20190902,"-118.8434, 50.6015"
20190604,"-119.299, 50.8534"
20190802,"-119.296, 50.7993"
20190831,"-118.8803, 50.7556"
20190529,"-118.9666, 50.8079"
20190702,"-119.0442, 50.7131"
20190801,"-119.7219, 50.8554"
20190626,"-119.7085, 50.7715"
20190601,"-119.7026, 50.7873"
20190805,"-119.7127, 50.7398"
20190613,"-119.7595, 50.717"
20190613,"-119.9214, 50.6768"
20190727,"-119.8417, 50.617"
20190720,"-119.9492, 50.7165"
20190510,"-120.0732, 50.6603"
20190529,"-119.9877, 50.647"
20200327,"-119.9559, 50.6485"
20190720,"-120.0626, 50.6431"
20190723,"-120.0625, 50.6432"
20190512,"-120.002, 50.6452"
20190824,"-120.1191, 50.651"
20190702,"-120.1076, 50.6469"
20190722,"-118.8937, 50.6282"
20190806,"-118.8871, 50.576"
20190808,"-119.1168, 50.5312"
20190701,"-119.1751, 50.5526"
20190904,"-119.2099, 50.6492"
20190721,"-119.3763, 50.6785"
20190720,"-119.3763, 50.6785"
20190811,"-119.5087, 50.6047"
20190804,"-119.5579, 50.6652"
20190728,"-119.6542, 50.635"
20190817,"-119.6575, 50.6363"
20190805,"-119.6575, 50.6363"
20190810,"-119.6577, 50.6364"
20190804,"-119.6576, 50.6364"
20190604,"-119.6969, 50.6218"
20190901,"-120.2191, 50.8563"
20190504,"-120.3188, 50.8328"
20190910,"-120.1495, 50.787"
20190828,"-120.3818, 50.7495"
20190823,"-120.376, 50.743"
20190625,"-120.3294, 50.7683"
20190907,"-120.4062, 50.7166"
20190601,"-120.2006, 50.6725"
20190906,"-120.1583, 50.684"
20190602,"-120.4166, 50.5281"
20190720,"-120.3704, 50.5717"
20190718,"-120.3306, 50.6207"
20190615,"-120.2303, 50.571"
20190904,"-120.2176, 50.5501"
20190518,"-120.1911, 50.6089"
20190903,"-119.3223, 50.5059"
20190806,"-119.3754, 50.4501"
20190810,"-119.3679, 50.4739"
20190615,"-119.4186, 50.4583"
20190817,"-119.4688, 50.4702"
20190902,"-119.4727, 50.5455"
20190805,"-119.4736, 50.4868"
20190515,"-119.5162, 50.454"
20190805,"-119.5916, 50.4247"
20190528,"-119.6156, 50.5571"
20190714,"-119.6094, 50.566"
20190714,"-119.6103, 50.5665"
20190720,"-119.609, 50.5666"
20190810,"-119.6105, 50.5668"
20190818,"-119.6103, 50.5672"
20190801,"-119.7036, 50.5033"
20190604,"-118.995, 50.4649"
20190907,"-119.9226, 50.5647"
20190401,"-119.7815, 50.4738"
20190804,"-119.7909, 50.3878"
20190805,"-119.7917, 50.4374"
20190728,"-119.7882, 50.3849"
20190803,"-119.8219, 50.343"
20190907,"-120.3191, 50.3115"
20190809,"-120.3188, 50.3131"
20190603,"-120.35, 50.3683"
20190906,"-119.522, 50.3186"
20190805,"-119.6398, 50.2855"
20190824,"-119.6951, 50.2803"
20190714,"-118.946, 50.1969"
20190830,"-119.0134, 50.2823"
20190902,"-119.0377, 50.2618"
20190715,"-119.0897, 50.266"
20190722,"-119.0697, 50.2448"
20190727,"-119.1248, 50.2533"
20190902,"-119.1755, 50.2506"
20190902,"-119.1602, 50.2615"
20190825,"-119.1667, 50.1967"
20190818,"-119.2074, 50.2408"
20190901,"-119.1799, 50.2627"
20190617,"-119.2653, 50.189"
20190822,"-119.3369, 50.1874"
20190802,"-119.3213, 50.1947"
20190721,"-119.3043, 50.2792"
20190804,"-119.3924, 50.2494"
20190907,"-119.3735, 50.3375"
20190805,"-119.0112, 50.1364"
20190805,"-118.9941, 50.1344"
20190818,"-119.1469, 50.104"
20190831,"-119.145, 50.1043"
20190728,"-119.1474, 50.1574"
20190818,"-119.2182, 50.1548"
20190818,"-119.2695, 50.1419"
20190902,"-119.3197, 50.113"
20190523,"-119.307, 50.1773"
20190721,"-119.3043, 50.1573"
20190830,"-119.3745, 50.1485"
20190728,"-119.3927, 50.0956"
20190903,"-119.4249, 50.176"
20190621,"-119.4852, 50.2054"
20190615,"-119.5507, 50.1307"
20190805,"-119.9534, 50.2557"
20190818,"-120.0438, 49.9873"
20190804,"-120.0623, 50.2578"
20190415,"-120.2791, 50.125"
20190404,"-120.4585, 50.2002"
20190505,"-120.4807, 50.2052"
20190611,"-120.4697, 50.2072"
20190810,"-119.0915, 50.0128"
20190824,"-119.0915, 50.0128"
20190721,"-119.1603, 50.017"
20190902,"-119.213, 49.9935"
20190825,"-119.2142, 49.9946"
20190515,"-119.2412, 49.9038"
20190902,"-119.2353, 50.0578"
20190818,"-119.2348, 50.0571"
20190809,"-119.25, 49.95"
20190728,"-119.2969, 49.979"
20190701,"-119.3047, 50.0073"
20190825,"-119.2965, 50.027"
20190902,"-119.3352, 49.9987"
20190820,"-119.3343, 49.9996"
20190619,"-119.3176, 49.9254"
20190904,"-119.3066, 49.9672"
20190907,"-119.3481, 49.9765"
20190825,"-119.337, 50.0021"
20190825,"-119.3354, 50.0043"
20190817,"-119.3244, 49.9935"
20190902,"-119.3532, 49.9842"
20190818,"-119.3527, 49.9872"
20190804,"-119.3813, 50.0311"
20190628,"-119.349, 50"
20190907,"-119.5156, 49.9282"
20190505,"-119.5195, 49.9532"
20190618,"-119.5618, 49.9166"
20190523,"-119.527, 49.9386"
20190422,"-119.527, 49.9367"
20190805,"-119.5268, 49.9364"
20190730,"-119.5292, 49.945"
20190624,"-119.7414, 49.9271"
20190905,"-119.7677, 49.9228"
20190727,"-119.8663, 49.7115"
20190717,"-119.9796, 49.6855"
20190728,"-120.0734, 49.8103"
20190905,"-120.1287, 49.7478"
20190906,"-120.5325, 49.8134"
20190420,"-120.5085, 49.9817"
20190908,"-120.3601, 49.9866"
20190718,"-119.3053, 49.8492"
20190624,"-119.2645, 49.8655"
20190819,"-119.1803, 49.8137"
20200329,"-119.4679, 49.7878"
20190909,"-119.455, 49.7799"
20190503,"-119.4553, 49.7771"
20190804,"-119.1733, 49.7533"
20190908,"-119.0811, 49.6108"
20190616,"-119.0807, 49.6107"
20190822,"-119.5438, 49.78"
20190902,"-119.5376, 49.6669"
20190831,"-119.519, 49.6409"
20190618,"-119.6401, 49.8291"
20190618,"-119.6196, 49.8318"
20190502,"-119.6396, 49.8664"
20190827,"-119.6728, 49.7674"
20190506,"-119.7179, 49.8051"
20190817,"-119.6661, 49.8077"
20190912,"-119.7284, 49.6869"
20190806,"-119.77, 49.8283"
20190717,"-119.7679, 49.7377"
20190503,"-119.7789, 49.3017"
20190607,"-119.8054, 49.313"
20190514,"-119.8105, 49.4538"
20190723,"-119.6977, 49.4302"
20190728,"-119.7097, 49.3481"
20190831,"-119.7667, 49.5903"
20190903,"-119.7679, 49.6274"
20190805,"-119.8304, 49.5826"
20190816,"-119.8694, 49.5948"
20190903,"-119.9027, 49.2823"
20190401,"-120.0548, 49.337"
20190616,"-120.2198, 49.4103"
20190908,"-120.2082, 49.3894"
20190616,"-120.2051, 49.4045"
20190822,"-119.9502, 49.2204"
20190902,"-120.0061, 49.1586"
20190825,"-120.0062, 49.159"
20190831,"-119.9721, 49.2184"
20190724,"-120.0642, 49.1512"
20190707,"-120.2639, 49.1483"
20190811,"-120.1032, 49.1242"
20190902,"-120.0882, 49.1322"
20190728,"-120.4371, 49.5451"
20190415,"-120.4835, 49.5642"
20190909,"-120.5273, 49.164"
20190701,"-120.718, 49.0714"
20190906,"-120.5676, 49.4063"
20190903,"-120.6605, 49.5135"
20190903,"-120.6079, 49.4376"
20190904,"-120.6462, 49.6388"
20190903,"-120.6217, 49.6392"
20190530,"-120.4046, 49.6114"
20190614,"-120.3503, 49.2353"
20190616,"-120.2217, 49.4877"
20190801,"-120.4737, 49.376"
20190730,"-120.4737, 49.376"
20190807,"-120.564, 49.3464"
20190615,"-120.5861, 49.2997"
20190811,"-121.0117, 49.6988"
20190726,"-121.0117, 49.6988"
20190904,"-121.2679, 49.1043"
20190902,"-121.3305, 49.154"
20190805,"-121.424, 49.1468"
20190728,"-121.5844, 49.0906"
20190804,"-121.5839, 49.0901"
20190805,"-121.6109, 49.0915"
20190512,"-121.6061, 49.7091"
20190718,"-121.4064, 49.6994"
20190817,"-121.4192, 49.6652"
20190409,"-121.4185, 49.6633"
20190809,"-121.4024, 49.5818"
20190727,"-121.4026, 49.583"
20190626,"-121.4193, 49.5521"
20190805,"-121.2526, 49.475"
20190703,"-121.2538, 49.4777"
20190714,"-121.2688, 49.4477"
20190902,"-121.3057, 49.4301"
20190512,"-121.2924, 49.4388"
20190609,"-121.3113, 49.423"
20190527,"-121.3112, 49.4238"
20190525,"-121.3102, 49.4261"
20190512,"-121.306, 49.4299"
20190902,"-121.6099, 49.2527"
20190512,"-121.6028, 49.2543"
20190512,"-121.6053, 49.2277"
20190902,"-121.6052, 49.2262"
20190610,"-121.6033, 49.2428"
20190623,"-121.6029, 49.2467"
20190520,"-121.6038, 49.2375"
20190623,"-121.6038, 49.2375"
20190817,"-121.6047, 49.2281"
20190807,"-121.6055, 49.2179"
20190721,"-121.6031, 49.2425"
20190804,"-121.603, 49.243"
20190728,"-121.6033, 49.2376"
20190602,"-121.6041, 49.2287"
20190721,"-121.6028, 49.2399"
20190817,"-121.6018, 49.2494"
20190709,"-121.6914, 49.1878"
20190804,"-121.6563, 49.1031"
20190804,"-121.6897, 49.0879"
20190616,"-121.6939, 49.0867"
20190622,"-121.6969, 49.0895"
20190728,"-121.6903, 49.0876"
20190519,"-121.7671, 49.0185"
20190714,"-121.3973, 49.2981"
20190910,"-121.3933, 49.3759"
20190817,"-121.3862, 49.2375"
20190902,"-121.3888, 49.2418"
20190525,"-121.4009, 49.3677"
20190511,"-121.4463, 49.3724"
20190511,"-121.4453, 49.373"
20191103,"-121.5088, 49.3775"
20190622,"-121.6433, 49.366"
20190625,"-121.5805, 49.3614"
